system,condition,verdict,occurrences,first_location,scope_judgement
Renal and Urology,Uric Acid Stones,IN A TAUGHT SECTION,3,07_Renal_Medicine_and_Urology.md#Urinary Tract Stones,covered - named inside a teaching entry
Renal and Urology,Angiomyolipoma,IN A TAUGHT SECTION,1,04_Neurology.md#Tuberous Sclerosis,covered - named inside a teaching entry
Renal and Urology,Renal cancer,MENTIONED,1,,named in prose only - not individually verified
Renal and Urology,Renal Cell Carcinoma (RCC),OWNS ENTRY,7,07_Renal_Medicine_and_Urology.md#Renal Cell Carcinoma (RCC),covered - owns an entry
Renal and Urology,Renal Oncocytoma,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Transitional Cell Carcinoma,IN A TAUGHT SECTION,3,07_Renal_Medicine_and_Urology.md#Bladder Cancer,covered - named inside a teaching entry
Renal and Urology,Urothelial Carcinoma,ABSENT,0,weak-signal:Urothelial=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Wilms' Tumour,OWNS ENTRY,4,15_11_Paeds_-_Urological_and_Renal_Anomalies__Wilms_Tumour__HUS.md#Wilms' tumour (nephroblastoma),covered - owns an entry
Renal and Urology,Bladder Trauma,OWNS ENTRY,0,07_Renal_Medicine_and_Urology.md#Urethral and Bladder Trauma,covered - owns an entry
Renal and Urology,Perineal urethral fistula,ABSENT,0,weak-signal:Perineal=16,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Acute kidney injury (AKI),OWNS ENTRY,60,07_Renal_Medicine_and_Urology.md#Acute Kidney Injury (AKI),covered - owns an entry
Renal and Urology,Acute tubular necrosis (ATN),OWNS ENTRY,8,07_Renal_Medicine_and_Urology.md#Acute Tubular Necrosis (ATN),covered - owns an entry
Renal and Urology,Atheroembolic renal disease,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Hypertensive nephrosclerosis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Pre-Renal Azotemia,ABSENT,0,weak-signal:Azotemia=2,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Renal artery stenosis,IN A TAUGHT SECTION,7,01_Cardiovascular.md#0.2 Hypertension,covered - named inside a teaching entry
Renal and Urology,Renal infarction,ABSENT,0,weak-signal:infarction=25,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Renal and Urology,Renal vein thrombosis,MENTIONED,1,,named in prose only - not individually verified
Renal and Urology,Renovascular hypertension,ABSENT,0,weak-signal:Renovascular=2,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Allergic bronchopulmonary aspergillosis,ABSENT,0,weak-signal:bronchopulmonary=2,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Asthma,OWNS ENTRY,98,02_Respiratory.md#Asthma,covered - owns an entry
Respiratory,Bird breeder's lung,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Chronic Eosinophilic Pneumonia,ABSENT,0,weak-signal:Eosinophilic=8,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Farmer's lung,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Humidifier lung,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Hypersensitivity pneumonitis,MENTIONED,1,,named in prose only - not individually verified
Respiratory,Laryngeal edema,ABSENT,0,weak-signal:Laryngeal=15,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Lymphocytic Organizing Pneumonia (LIP),OWNS ENTRY,20,15_13b_Paeds_-_Autism_Spectrum_Disorder_and_Cleft_Lip_Palate.md#Cleft lip and palate,covered - owns an entry
Respiratory,Pulmonary Vasculitis,ABSENT,0,weak-signal:Vasculitis=70,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Sauna taker's lung,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Acute Asthma Exacerbation,ABSENT,0,weak-signal:Exacerbation=42,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Bronchogenic cyst,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Congenital diaphragmatic hernia,OWNS ENTRY,1,15_09a_Paeds_-_Congenital_Abdominal_Wall_and_GI_Anomalies.md#Congenital diaphragmatic hernia,covered - owns an entry
Respiratory,Laryngeal atresia,ABSENT,0,weak-signal:Laryngeal=15,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Lung hypoplasia,ABSENT,0,weak-signal:hypoplasia=9,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Pulmonary hypoplasia,IN A TAUGHT SECTION,2,"15_22b_Paeds_-_Neonatal_Respiratory_Distress_and_Jaundice.md#Aetiologies, risk factors, and pathophysiology",covered - named inside a teaching entry
Respiratory,Respiratory distress syndrome,OWNS ENTRY,1,02_Respiratory.md#Acute Respiratory Distress Syndrome (ARDS),covered - owns an entry
Respiratory,Tracheomalacia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Chronic Bronchitis,IN A TAUGHT SECTION,2,02_Respiratory.md#COPD,covered - named inside a teaching entry
Respiratory,COPD,OWNS ENTRY,82,02_Respiratory.md#COPD,covered - owns an entry
Respiratory,Emphysema,IN A TAUGHT SECTION,6,02_Respiratory.md#COPD,covered - named inside a teaching entry
Respiratory,Hypoventilation Syndromes,ABSENT,0,weak-signal:Hypoventilation=5,UMBRELLA LABEL - not a condition an entry could own
Respiratory,Metalworking fluid lung,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Pneumoconiosis,OWNS ENTRY,4,02_Respiratory.md#Pneumoconioses (Occupational Lung Disease — brief overview),covered - owns an entry
Respiratory,Respiratory Bronchiolitis Related ILD,ABSENT,0,weak-signal:Bronchiolitis=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Atelectasis,MENTIONED,5,,named in prose only - not individually verified
Respiratory,Acute Fibrinous/Organizing Pneumonia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Acute Interstitial Pneumonia (AIP),ABSENT,0,weak-signal:Interstitial=32,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Cryptogenic Organizing Pneumonia (COP),IN A TAUGHT SECTION,3,02_Respiratory.md#Community-acquired pneumonia (CAP),covered - named inside a teaching entry
Respiratory,Desquamative Interstitial Pneumonia (DIP),IN A TAUGHT SECTION,23,01_Cardiovascular.md#0.32 Constrictive Pericarditis,covered - named inside a teaching entry
Respiratory,Idiopathic Pleuroparenchymal Fibroelastosis (IPPFE),ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Idiopathic Pulmonary Fibrosis (IPF),OWNS ENTRY,14,02_Respiratory.md#Idiopathic Pulmonary Fibrosis (IPF),covered - owns an entry
Respiratory,Interstitial lung disease (ILD),IN A TAUGHT SECTION,9,01_Cardiovascular.md#0.36 Pulmonary Hypertension,covered - named inside a teaching entry
Respiratory,Interstitial Pneumonia,IN A TAUGHT SECTION,2,02_Respiratory.md#Idiopathic Pulmonary Fibrosis (IPF),covered - named inside a teaching entry
Respiratory,Non-specific Interstitial Pneumonia (NSIP),ABSENT,0,weak-signal:Interstitial=32,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Pulmonary Langerhans cell histiocytosis,ABSENT,0,weak-signal:histiocytosis=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Sleep apnea (OSA),OWNS ENTRY,34,"02_Respiratory.md#Sleep Apnoea (Obstructive Sleep Apnoea, OSA)",covered - owns an entry
Respiratory,Sleep-Disordered Breathing,ABSENT,0,weak-signal:Disordered=4,UMBRELLA LABEL - not a condition an entry could own
Respiratory,Sleep-Related Hypoventilation,ABSENT,0,weak-signal:Hypoventilation=5,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Transfusion-related acute lung injury,MENTIONED,1,,named in prose only - not individually verified
Respiratory,Acute epiglottitis,OWNS ENTRY,9,08_01-03_Infectious_Disease_-_Bacterial_Infections.md#Acute epiglottitis,covered - owns an entry
Respiratory,Acute Exacerbation of COPD,ABSENT,0,weak-signal:Exacerbation=42,"COVERED-SYNONYM: COPD exacerbation, 10 uses"
Respiratory,Acute laryngitis,ABSENT,0,weak-signal:laryngitis=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Aspiration pneumonia,OWNS ENTRY,10,02_Respiratory.md#Aspiration Pneumonia and Pneumonitis,covered - owns an entry
Respiratory,Bronchitis,OWNS ENTRY,7,02_Respiratory.md#Acute Bronchitis,covered - owns an entry
Respiratory,Bronchopneumonia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Croup,OWNS ENTRY,19,13_05b_ENT_-_Stridor__Croup__Epiglottitis__Laryngomalacia__OSA.md#Croup (laryngo-tracheo-bronchitis),covered - owns an entry
Respiratory,Empyema,OWNS ENTRY,11,02_Respiratory.md#Empyema and Haemothorax,covered - owns an entry
Respiratory,Epiglottitis,OWNS ENTRY,21,08_01-03_Infectious_Disease_-_Bacterial_Infections.md#Acute epiglottitis,covered - owns an entry
Respiratory,Laryngotracheobronchitis,OWNS ENTRY,3,13_05b_ENT_-_Stridor__Croup__Epiglottitis__Laryngomalacia__OSA.md#Croup (laryngo-tracheo-bronchitis),covered - owns an entry
Respiratory,Lobar Pneumonia,MENTIONED,1,,named in prose only - not individually verified
Respiratory,Lung abscess,IN A TAUGHT SECTION,3,02_Respiratory.md#Aspiration Pneumonia and Pneumonitis,covered - named inside a teaching entry
Respiratory,Mediastinitis,IN A TAUGHT SECTION,2,03_Gastrointestinal.md#Boerhaave Syndrome,covered - named inside a teaching entry
Respiratory,Mycoplasma pneumonia,OWNS ENTRY,2,08_01-03_Infectious_Disease_-_Bacterial_Infections.md#Mycoplasma pneumoniae,covered - owns an entry
Respiratory,Parapneumonic effusion,IN A TAUGHT SECTION,7,02_Respiratory.md#Pleural Effusions,covered - named inside a teaching entry
Respiratory,Pleuritis,IN A TAUGHT SECTION,1,12_03_Rheum_-_Connective_Tissue_Diseases__SLE__Systemic_Sclerosis__Dermatomyositis__Polymyositis__Sjogren_.md#Systemic lupus erythematosus (SLE),covered - named inside a teaching entry
Respiratory,Pneumocystis pneumonia (PCP),IN A TAUGHT SECTION,4,08_05-06_Infectious_Disease_-_Viral_Infections.md#Human immunodeficiency virus (HIV),covered - named inside a teaching entry
Respiratory,Pneumonia,OWNS ENTRY,100,02_Respiratory.md#Pneumonia,covered - owns an entry
Respiratory,Tracheitis,OWNS ENTRY,0,15_04a_Paeds_-_URTI_and_LRTI.md#Bacterial tracheitis,covered - owns an entry
Respiratory,Upper Respiratory Tract Infection (URTI),OWNS ENTRY,26,02_Respiratory.md#Upper Respiratory Tract Infection (URTI),covered - owns an entry
Respiratory,Ventilator-Associated Pneumonia,ABSENT,0,weak-signal:Ventilator=5,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Primary ciliary dyskinesia,IN A TAUGHT SECTION,2,02_Respiratory.md#Bronchiectasis,covered - named inside a teaching entry
Respiratory,Neurogenic pulmonary edema,ABSENT,0,weak-signal:Neurogenic=13,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Obesity-hypoventilation syndrome,ABSENT,0,weak-signal:hypoventilation=5,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Respiratory acidosis,OWNS ENTRY,11,06_Metabolic_Medicine_and_Endocrinology.md#Respiratory Acidosis,covered - owns an entry
Respiratory,Respiratory alkalosis,OWNS ENTRY,8,06_Metabolic_Medicine_and_Endocrinology.md#Respiratory Alkalosis,covered - owns an entry
Respiratory,Respiratory arrest,IN A TAUGHT SECTION,3,01_Cardiovascular.md#0.20.3 Distributive shock,covered - named inside a teaching entry
Respiratory,Respiratory failure,OWNS ENTRY,27,02_Respiratory.md#Respiratory Failure,covered - owns an entry
Respiratory,Pancoast syndrome/tumour,OWNS ENTRY,283,03_Gastrointestinal.md#Primary liver tumours summary,covered - owns an entry
Respiratory,Solitary pulmonary nodule,ABSENT,0,weak-signal:pulmonary=135,GAP: zero hits; the incidental-finding pathway an intern is asked about
Respiratory,Squamous cell carcinoma of lung,ABSENT,0,weak-signal:Squamous=19,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Bronchiectasis,OWNS ENTRY,25,02_Respiratory.md#Bronchiectasis,covered - owns an entry
Respiratory,Silicosis,IN A TAUGHT SECTION,6,02_Respiratory.md#Tuberculosis,covered - named inside a teaching entry
Respiratory,Acute Lung Injury (ALI),MENTIONED,1,,named in prose only - not individually verified
Respiratory,Acute Respiratory Distress Syndrome (ARDS),OWNS ENTRY,17,02_Respiratory.md#Acute Respiratory Distress Syndrome (ARDS),covered - owns an entry
Respiratory,Airway Obstruction,OWNS ENTRY,17,13_05b_ENT_-_Stridor__Croup__Epiglottitis__Laryngomalacia__OSA.md#Foreign body airway obstruction (choking),covered - owns an entry
Respiratory,Aspiration pneumonitis,OWNS ENTRY,1,02_Respiratory.md#Aspiration Pneumonia and Pneumonitis,covered - owns an entry
Respiratory,Benign Asbestos Pleural Effusion (BAPE),ABSENT,0,weak-signal:Asbestos=20,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Chronic Beryllium Disease,ABSENT,0,weak-signal:Beryllium=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Chylothorax,MENTIONED,1,,named in prose only - not individually verified
Respiratory,Foreign Body Aspiration,ABSENT,0,weak-signal:Aspiration=77,"COVERED-SYNONYM: foreign body content, 27 uses"
Respiratory,Hemothorax,OWNS ENTRY,11,02_Respiratory.md#Empyema and Haemothorax,covered - owns an entry
Respiratory,Intubation granuloma,ABSENT,0,weak-signal:Intubation=30,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Massive Hemothorax,IN A TAUGHT SECTION,2,02_Respiratory.md#Empyema and Haemothorax,covered - named inside a teaching entry
Respiratory,Open Pneumothorax,MENTIONED,1,,named in prose only - not individually verified
Respiratory,Pneumomediastinum,IN A TAUGHT SECTION,1,03_Gastrointestinal.md#Boerhaave Syndrome,covered - named inside a teaching entry
Respiratory,Pneumothorax,OWNS ENTRY,52,02_Respiratory.md#Pneumothorax,covered - owns an entry
Respiratory,Tension Pneumothorax,IN A TAUGHT SECTION,14,02_Respiratory.md#Pneumothorax,covered - named inside a teaching entry
Respiratory,Tracheal granulation,ABSENT,0,weak-signal:granulation=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Urinothorax,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Acute Chest Syndrome,MENTIONED,4,,named in prose only - not individually verified
Respiratory,Pleural Effusion,OWNS ENTRY,14,02_Respiratory.md#Pleural Effusions,covered - owns an entry
Respiratory,Pulmonary Arterial Hypertension,IN A TAUGHT SECTION,1,01_Cardiovascular.md#0.36 Pulmonary Hypertension,covered - named inside a teaching entry
Respiratory,Pulmonary Capillary Hemangiomatosis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Pulmonary Edema,IN A TAUGHT SECTION,27,01_Cardiovascular.md#0.1 Acute Coronary Syndrome (ACS),covered - named inside a teaching entry
Respiratory,Pulmonary Embolism (PE),OWNS ENTRY,13,01_Cardiovascular.md#0.29 Pulmonary Embolism (PE),covered - owns an entry
Respiratory,Pulmonary vascular endothelialitis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Respiratory,Pulmonary Veno-occlusive Disease (PVOD),ABSENT,0,weak-signal:Pulmonary=135,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Allergic conjunctivitis,IN A TAUGHT SECTION,3,05_Ophthalmology.md#Conjunctivitis,covered - named inside a teaching entry
ENT and Ophthalmology,Anterior uveitis,OWNS ENTRY,11,05_Ophthalmology.md#Anterior Uveitis,covered - owns an entry
ENT and Ophthalmology,Atopic conjunctivitis,ABSENT,0,weak-signal:conjunctivitis=38,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Autoimmune inner ear disease,ABSENT,0,weak-signal:Autoimmune=124,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Giant papillary conjunctivitis,ABSENT,0,weak-signal:conjunctivitis=38,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Intermediate uveitis,ABSENT,0,weak-signal:Intermediate=14,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Iritis / Iridocyclitis,IN A TAUGHT SECTION,2,05_Ophthalmology.md#Ophthalmic Shingles,covered - named inside a teaching entry
ENT and Ophthalmology,Keratoconjunctivitis sicca,IN A TAUGHT SECTION,4,12_03_Rheum_-_Connective_Tissue_Diseases__SLE__Systemic_Sclerosis__Dermatomyositis__Polymyositis__Sjogren_.md#Sjögren syndrome,covered - named inside a teaching entry
ENT and Ophthalmology,Nasal polyps,IN A TAUGHT SECTION,4,02_Respiratory.md#Cystic Fibrosis,covered - named inside a teaching entry
ENT and Ophthalmology,Optic neuritis,OWNS ENTRY,10,05_Ophthalmology.md#Optic Neuritis,covered - owns an entry
ENT and Ophthalmology,Orbital Apex Syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Papillitis,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Posterior uveitis,ABSENT,0,weak-signal:Posterior=98,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Rhinitis,OWNS ENTRY,19,13_04_ENT_-_Nose__Rhinosinusitis__Fractures__CSF_Rhinorrhoea__Epistaxis__Nasal_Cancers_.md#Allergic Rhinitis (Hay Fever),covered - owns an entry
ENT and Ophthalmology,Scleritis,OWNS ENTRY,21,05_Ophthalmology.md#Episcleritis and Scleritis,covered - owns an entry
ENT and Ophthalmology,Scleromalacia perforans,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Thyroid eye disease,OWNS ENTRY,9,05_Ophthalmology.md#Thyroid Eye Disease,covered - owns an entry
ENT and Ophthalmology,Uveitis,OWNS ENTRY,19,05_Ophthalmology.md#Anterior Uveitis,covered - owns an entry
ENT and Ophthalmology,Vernal conjunctivitis,ABSENT,0,weak-signal:conjunctivitis=38,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Aniridia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Anisometropia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Astigmatism,IN A TAUGHT SECTION,2,05_Ophthalmology.md#Ametropia (Refractive Error),covered - named inside a teaching entry
ENT and Ophthalmology,Axenfeld-Rieger syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Branchial cleft cyst,ABSENT,0,weak-signal:Branchial=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Branchial sinus/cleft,OWNS ENTRY,22,15_13b_Paeds_-_Autism_Spectrum_Disorder_and_Cleft_Lip_Palate.md#Cleft lip and palate,covered - owns an entry
ENT and Ophthalmology,Choanal atresia,IN A TAUGHT SECTION,1,"15_22b_Paeds_-_Neonatal_Respiratory_Distress_and_Jaundice.md#Aetiologies, risk factors, and pathophysiology",covered - named inside a teaching entry
ENT and Ophthalmology,Cleft palate,IN A TAUGHT SECTION,8,10_03a_Haemonc_-_Primary_Immunodeficiencies.md#DiGeorge syndrome,covered - named inside a teaching entry
ENT and Ophthalmology,Congenital Glaucoma,ABSENT,0,weak-signal:Glaucoma=29,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Duane's syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Esotropia,IN A TAUGHT SECTION,1,05_Ophthalmology.md#Concomitant (Non-Paralytic) Squint,covered - named inside a teaching entry
ENT and Ophthalmology,Exotropia,IN A TAUGHT SECTION,1,05_Ophthalmology.md#Concomitant (Non-Paralytic) Squint,covered - named inside a teaching entry
ENT and Ophthalmology,Hyperopia,IN A TAUGHT SECTION,4,05_Ophthalmology.md#Ametropia (Refractive Error),covered - named inside a teaching entry
ENT and Ophthalmology,Infantile cataracts,ABSENT,0,weak-signal:Infantile=6,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Laryngeal cleft,ABSENT,0,weak-signal:Laryngeal=15,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
ENT and Ophthalmology,Laryngeal web,IN A TAUGHT SECTION,1,13_05b_ENT_-_Stridor__Croup__Epiglottitis__Laryngomalacia__OSA.md#Laryngomalacia,covered - named inside a teaching entry
